"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added"
"Inside The Gear","0","0","6","0","0.35","0.35","0.06","0.04","33.3","0.04","0.03","135","0.16","2014-11-22"
"Basketball Pro Management 2015","0","0","8","0","2.50","2.50","0.31","0.54","-74.2","1.38","2.27","19","1.08","2014-11-21"
"Echo of the Wilds","0","0","13","0","0.95","0.95","0.07","0.08","-14.3","0.06","2.03","45","0.43","2014-11-21"
"TOME: Immortal Arena","0","0","9","0","4.14","4.14","0.46","0.36","21.7","1.12","6.92","21","2.00","2014-11-21"
"Letter Quest: Grimm's Journey","0","0","5","0","0.39","0.39","0.08","0.07","12.5","0.07","0.09","128","0.21","2014-11-21"
"Brick-Force (US)","0","0","6","0","2.55","2.55","0.42","N/A","0.0","2.86","2.13","17","1.10","2014-11-20"
"Cherry Tree High I! My! Girls!","0","0","7","0","0.75","0.75","0.11","0.12","-9.1","0.59","0.07","59","0.38","2014-11-20"
"Kromaia","0","0","9","0","0.74","0.74","0.08","0.05","37.5","0.12","0.78","27","0.35","2014-11-20"
"Rock Zombie","0","0","6","0","1.67","1.67","0.28","0.76","-171.4","0.90","1.50","10","0.73","2014-11-19"
"StuntMANIA Reloaded","0","0","8","0","0.37","0.37","0.05","0.04","20.0","0.31","0.04","70","0.17","2014-11-19"
"The Blue Flamingo","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.08","191","0.16","2014-11-19"
"Frozen Synapse Prime","0","0","5","0","0.40","0.40","0.08","0.06","25.0","0.04","0.41","148","0.21","2014-11-19"
"METAL SLUG X","0","0","9","0","0.74","0.74","0.08","0.07","12.5","0.18","0.08","174","0.35","2014-11-18"
"Never Alone (Kisima Ingitchuna)","0","0","9","0","0.47","0.47","0.05","0.04","20.0","0.07","0.09","678","0.22","2014-11-18"
"Battlepaths","0","0","11","0","0.42","0.42","0.04","0.02","50.0","0.04","0.04","735","0.21","2014-11-18"
"Solar Struggle","0","0","6","0","0.48","0.48","0.08","0.09","-12.5","0.33","0.08","28","0.21","2014-11-17"
"Adventure Time: The Secret Of The Nameless Kingdom","0","0","5","0","1.72","1.72","0.34","0.43","-26.5","0.85","1.15","34","0.89","2014-11-16"
"This War of Mine","0","0","6","0","0.54","0.54","0.09","0.08","11.1","0.09","0.09","1411","0.23","2014-11-15"
"Whisper of a Rose","0","0","7","0","1.87","1.87","0.27","0.26","3.7","0.87","0.06","27","0.94","2014-11-15"
"Escape Dead Island","0","0","7","0","0.77","0.77","0.11","0.10","9.1","0.11","0.56","85","0.38","2014-11-14"
"Phoenix Force","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.11","0.04","91","0.18","2014-11-14"
"Deadstone","0","0","6","0","2.99","2.99","0.50","0.75","-50.0","2.76","0.18","11","1.30","2014-11-14"
"Desert Ashes","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.10","0.30","100","0.21","2014-11-13"
"Get Off My Lawn!","0","0","6","0","2.59","2.59","0.43","0.39","9.3","0.84","0.94","15","1.12","2014-11-13"
"Randal's Monday","0","0","6","0","0.55","0.55","0.09","0.11","-22.2","0.20","0.12","105","0.23","2014-11-12"
"QP Shooting - Dangerous!!","0","0","7","0","1.32","1.32","0.19","0.42","-121.1","1.88","0.42","40","0.66","2014-11-12"
"Space Hulk Ascension","0","0","6","0","0.31","0.31","0.05","0.08","-60.0","0.13","0.20","189","0.13","2014-11-12"
"Royal Defense","0","0","5","0","0.40","0.40","0.08","0.04","50.0","0.15","0.03","99","0.21","2014-11-12"
"Deadlings - Rotten Edition","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.05","0.05","153","0.16","2014-11-12"
"MASSIVE CHALICE","0","0","6","0","0.33","0.33","0.05","0.05","0.0","0.07","0.08","318","0.13","2014-11-11"
"Valkyria Chronicles™","0","0","7","0","0.84","0.84","0.12","0.11","8.3","0.09","0.13","297","0.42","2014-11-11"
"Toybox Turbos","0","0","8","0","0.39","0.39","0.05","0.05","0.0","0.07","0.09","177","0.17","2014-11-11"
"Life of Pixel","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.11","0.13","60","0.23","2014-11-11"
"Magnetic By Nature","0","0","5","0","0.42","0.42","0.08","0.06","25.0","0.05","0.05","46","0.21","2014-11-11"
"METAL SLUG 3","0","0","9","0","0.72","0.72","0.08","0.05","37.5","0.11","0.12","224","0.35","2014-11-11"
"0RBITALIS","0","0","6","0","2.05","2.05","0.34","0.20","41.2","0.62","1.34","32","0.89","2014-11-10"
"Aviator - Bush Pilot","0","0","5","0","0.48","0.48","0.10","0.09","10.0","0.16","0.07","38","0.26","2014-11-10"
"Polarity","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.04","0.03","533","0.16","2014-11-09"
"Millennium 5 - The Battle of the Millennium","0","0","8","0","0.85","0.85","0.11","0.07","36.4","0.16","0.14","20","0.38","2014-11-08"
"Deathtrap","0","0","5","0","0.41","0.41","0.08","0.08","0.0","0.09","0.09","182","0.21","2014-11-08"
"Gold Rush! Anniversary","0","0","9","0","0.37","0.37","0.04","0.03","25.0","0.16","0.04","119","0.17","2014-11-07"
"Call of Cthulhu: The Wasted Land","0","0","6","0","1.24","1.24","0.21","0.23","-9.5","0.59","1.55","16","0.55","2014-11-07"
"Winged Sakura: Mindy's Arc","0","0","7","0","1.19","1.19","0.17","0.32","-88.2","1.15","0.73","46","0.59","2014-11-07"
"FOTONICA","0","0","5","0","0.74","0.74","0.15","0.10","33.3","0.06","0.77","40","0.39","2014-11-06"
"Eldevin","0","0","10","0","3.30","3.30","0.33","0.48","-45.5","0.58","3.15","20","1.43","2014-11-06"
"RECYCLE","0","0","6","0","1.72","1.72","0.29","N/A","0.0","82.97","3.74","35","0.76","2014-11-06"
"NS2: Combat","0","0","6","0","0.71","0.71","0.12","0.17","-41.7","0.41","0.58","26","0.31","2014-11-06"
"A Bird Story","0","0","5","0","0.52","0.52","0.10","0.10","0.0","0.05","0.05","194","0.26","2014-11-06"
"BlazeRush","0","0","9","0","0.40","0.40","0.04","0.03","25.0","0.05","0.05","202","0.17","2014-11-06"
"Depth","0","0","6","0","0.72","0.72","0.12","0.09","25.0","0.12","0.09","224","0.31","2014-11-06"
"Crowntakers","0","0","10","0","0.50","0.50","0.05","0.06","-20.0","0.18","0.08","192","0.22","2014-11-05"
"Defenders of Time","0","0","5","0","1.43","1.43","0.29","0.59","-103.4","0.58","0.26","13","0.76","2014-11-05"
"The Binding of Isaac: Rebirth","0","0","13","0","1.01","1.01","0.08","0.09","-12.5","0.16","0.13","1152","0.49","2014-11-05"
"Chariot","0","0","6","0","0.46","0.46","0.08","0.08","0.0","0.07","0.13","124","0.21","2014-11-04"
"CDF Ghostship","0","0","6","0","2.09","2.09","0.35","N/A","0.0","22.91","1.06","10","0.91","2014-11-04"
"J.U.L.I.A.: Among the Stars","0","0","7","0","0.92","0.92","0.13","0.24","-84.6","0.14","0.31","79","0.45","2014-10-31"
"Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™","0","0","6","0","0.71","0.71","0.12","0.08","33.3","0.10","0.09","183","0.31","2014-10-31"
"Viscera Cleanup Detail","0","0","7","0","0.50","0.50","0.07","0.05","28.6","0.07","0.07","305","0.24","2014-10-31"
"The Dead Linger","0","0","5","0","0.97","0.97","0.19","0.27","-42.1","0.26","2.15","42","0.50","2014-10-31"
"Closure","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.04","0.05","179","0.18","2014-10-31"
"Woah Dave!","0","0","9","0","1.11","1.11","0.12","0.11","8.3","1.08","1.22","16","0.52","2014-10-31"
"POSTAL","0","0","5","0","0.50","0.50","0.10","0.08","20.0","0.03","0.05","132","0.26","2014-10-30"
"Season Match 3 - Curse of the Witch Crow","0","0","5","0","0.66","0.66","0.13","0.11","15.4","0.08","0.06","32","0.34","2014-10-30"
"Grimind","0","0","5","0","0.62","0.62","0.12","0.08","33.3","0.19","0.03","65","0.31","2014-10-29"
"Schrödinger's Cat and the Raiders of the Lost Quark","0","0","6","0","0.44","0.44","0.07","0.09","-28.6","0.06","0.06","46","0.18","2014-10-29"
"The Moon Sliver","0","0","6","0","0.44","0.44","0.07","0.08","-14.3","0.08","0.44","53","0.18","2014-10-29"
"Lords Of The Fallen","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.09","0.09","601","0.18","2014-10-28"
"10,000,000","0","0","6","0","0.58","0.58","0.10","0.07","30.0","0.06","0.06","126","0.26","2014-10-28"
"Dark Arcana: The Carnival","0","0","6","0","0.30","0.30","0.05","0.04","20.0","0.05","0.06","289","0.13","2014-10-28"
"The Detail","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.05","0.28","147","0.17","2014-10-28"
"Buzz Aldrin's Space Program Manager","0","0","8","0","1.87","1.87","0.23","0.28","-21.7","2.22","0.80","39","0.80","2014-10-28"
"Dungeon of the Endless","0","0","6","0","0.39","0.39","0.07","0.05","28.6","0.09","0.09","739","0.18","2014-10-27"
"Dreaming Sarah","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.04","0.04","196","0.18","2014-10-27"
"Deep Dungeons of Doom","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.03","0.04","266","0.13","2014-10-27"
"Jack Lumber","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.04","0.04","129","0.16","2014-10-27"
"Snuggle Truck","0","0","6","0","0.63","0.63","0.10","0.12","-20.0","0.03","0.03","51","0.26","2014-10-27"
"Sign Motion","0","0","6","0","1.54","1.54","0.26","1.03","-296.2","6.27","1.66","13","0.68","2014-10-24"
"REVOLVER360 RE:ACTOR","0","0","8","0","0.88","0.88","0.11","0.08","27.3","0.08","1.98","39","0.38","2014-10-24"
"Frozen Hearth","0","0","8","0","0.33","0.33","0.04","0.03","25.0","0.05","0.03","409","0.14","2014-10-24"
"Dustforce","0","0","8","0","0.37","0.37","0.05","0.04","20.0","0.05","0.05","266","0.17","2014-10-24"
"Screencheat","0","0","7","0","1.56","1.56","0.22","0.34","-54.5","0.06","0.15","96","0.77","2014-10-24"
"Sid Meier's Civilization: Beyond Earth","0","0","8","0","0.60","0.60","0.07","0.08","-14.3","0.09","0.49","631","0.24","2014-10-24"
"Ziggurat","0","0","12","0","0.59","0.59","0.05","0.04","20.0","0.09","0.09","187","0.26","2014-10-24"
"Vampires: Guide Them to Safety!","0","0","6","0","0.69","0.69","0.12","N/A","0.0","0.15","0.13","21","0.31","2014-10-23"
"Kingdom Wars","0","0","6","0","0.68","0.68","0.11","0.06","45.5","0.17","0.85","73","0.29","2014-10-22"
"IL-2 Sturmovik: Battle of Stalingrad","0","0","7","0","1.24","1.24","0.18","0.21","-16.7","1.21","1.78","92","0.63","2014-10-22"
"Devil's Dare","0","0","6","0","0.38","0.38","0.06","0.07","-16.7","0.18","0.05","62","0.16","2014-10-22"
"Happy Wars","0","0","5","0","2.18","2.18","0.44","0.35","20.5","0.25","0.34","26","1.15","2014-10-22"
"Global Outbreak: Doomsday Edition","0","0","6","0","2.32","2.32","0.39","0.71","-82.1","5.32","5.14","21","1.02","2014-10-22"
"F.E.A.R. Online","0","0","9","0","3.88","3.88","0.43","0.32","25.6","0.28","7.63","25","1.87","2014-10-22"
"Dreamfall Chapters","0","0","8","0","0.67","0.67","0.08","0.09","-12.5","0.09","0.66","191","0.28","2014-10-22"
"Borderlands: The Pre-Sequel","0","0","6","0","0.59","0.59","0.10","0.09","10.0","0.12","0.10","898","0.26","2014-10-21"
"TRI: Of Friendship and Madness","0","0","6","0","0.86","0.86","0.14","N/A","0.0","1.05","4.59","49","0.37","2014-10-20"
"Supreme Ruler Ultimate","0","0","10","0","2.44","2.44","0.24","0.24","0.0","0.11","2.85","56","1.04","2014-10-20"
"Fist of Jesus","0","0","11","0","0.55","0.55","0.05","0.03","40.0","0.62","0.07","133","0.26","2014-10-20"
"Captain Morgane and the Golden Turtle","0","0","8","0","0.55","0.55","0.07","0.08","-14.3","0.08","1.20","69","0.24","2014-10-20"
"Majestic Nights","0","0","6","0","2.61","2.61","0.44","0.41","6.8","0.11","0.05","37","1.15","2014-10-20"
"Sinister City","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.04","0.03","229","0.16","2014-10-19"
"Fat Chicken","0","0","5","0","0.88","0.88","0.18","0.60","-233.3","0.81","0.04","26","0.47","2014-10-18"
"DarkEnd","0","0","9","0","0.36","0.36","0.04","0.02","50.0","0.04","0.03","1087","0.17","2014-10-18"
"F1 2014","0","0","11","0","0.96","0.96","0.09","0.07","22.2","0.11","0.10","116","0.47","2014-10-17"
"The Treasures of Montezuma 3","0","0","5","0","0.56","0.56","0.11","0.10","9.1","0.97","0.06","41","0.29","2014-10-17"
"Squishy the Suicidal Pig","0","0","5","0","0.36","0.36","0.07","0.06","14.3","0.03","0.04","242","0.18","2014-10-17"
"Wings! Remastered Edition","0","0","6","0","1.01","1.01","0.17","0.14","17.6","0.27","0.81","46","0.44","2014-10-17"
"Disney Universe","0","0","6","0","0.65","0.65","0.11","0.39","-254.5","0.43","1.18","52","0.29","2014-10-17"
"LEGO® Pirates of the Caribbean The Video Game","0","0","7","0","0.96","0.96","0.14","0.13","7.1","0.25","0.85","84","0.49","2014-10-16"
"Disney Epic Mickey 2","0","0","7","0","1.05","1.05","0.15","0.39","-160.0","0.32","1.81","35","0.52","2014-10-16"
"Split/Second","0","0","6","0","0.84","0.84","0.14","0.11","21.4","0.10","0.36","46","0.37","2014-10-16"
"Disney Planes","0","0","5","0","0.60","0.60","0.12","0.57","-375.0","0.33","0.85","31","0.31","2014-10-16"
"PURE","0","0","6","0","0.70","0.70","0.12","0.10","16.7","0.23","0.23","31","0.31","2014-10-16"
"TRON: Evolution","0","0","5","0","1.62","1.62","0.32","0.51","-59.4","0.25","2.05","35","0.83","2014-10-16"
"Enigmatis: The Ghosts of Maple Creek","0","0","6","0","0.41","0.41","0.07","0.06","14.3","0.07","0.04","183","0.18","2014-10-16"
"Pox Nora","0","0","9","0","2.92","2.92","0.32","0.41","-28.1","0.16","4.79","27","1.39","2014-10-16"
"Roommates","0","0","6","0","0.70","0.70","0.12","0.16","-33.3","0.19","0.95","53","0.31","2014-10-15"
"Ultimate General: Gettysburg","0","0","6","0","0.36","0.36","0.06","0.08","-33.3","0.10","0.10","201","0.16","2014-10-15"
"Blob From Space","0","0","8","0","0.54","0.54","0.07","0.04","42.9","0.06","0.77","55","0.24","2014-10-15"
"May’s Mysteries: The Secret of Dragonville","0","0","5","0","0.42","0.42","0.08","0.05","37.5","0.13","0.10","46","0.21","2014-10-15"
"Boot Hill Heroes","0","0","6","0","0.62","0.62","0.10","0.08","20.0","0.15","0.07","25","0.26","2014-10-15"
"Alex Hunter - Lord of the Mind","0","0","6","0","0.51","0.51","0.09","0.09","0.0","0.05","0.10","76","0.23","2014-10-14"
"Gabriel Knight - Sins of the Fathers","0","0","8","0","1.17","1.17","0.15","1.22","-713.3","0.41","0.18","66","0.52","2014-10-14"
"The Forest of Doom","0","0","8","0","0.45","0.45","0.06","0.06","0.0","0.13","0.08","117","0.21","2014-10-14"
"The Evil Within","0","0","8","0","0.89","0.89","0.11","0.10","9.1","0.10","0.10","187","0.38","2014-10-14"
"Sproggiwood","0","0","8","0","0.36","0.36","0.04","0.07","-75.0","0.21","0.07","172","0.14","2014-10-13"
"Soundodger+","0","0","5","0","0.72","0.72","0.14","0.08","42.9","0.35","1.14","42","0.37","2014-10-13"
"Alpha Kimori™ Episode One","0","0","8","0","0.47","0.47","0.06","0.04","33.3","0.05","0.07","125","0.21","2014-10-13"
"Costume Quest 2","0","0","9","0","0.45","0.45","0.05","0.06","-20.0","0.12","0.09","184","0.22","2014-10-13"
"Paranautical Activity: Deluxe Atonement Edition","0","0","6","0","0.30","0.30","0.05","0.04","20.0","0.08","0.04","150","0.13","2014-10-13"
"Counter-Strike Nexon: Zombies","0","0","9","0","1.45","1.45","0.16","0.12","25.0","0.18","0.32","139","0.70","2014-10-13"
"The Ship","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.04","0.04","321","0.18","2014-10-13"
"1Heart","0","0","6","0","2.08","2.08","0.35","0.41","-17.1","1.05","0.98","17","0.91","2014-10-13"
"Season Match 2","0","0","5","0","0.72","0.72","0.14","0.11","21.4","1.04","0.25","25","0.37","2014-10-11"
"Fairspace","0","0","7","0","1.65","1.65","0.24","0.30","-25.0","0.54","0.43","15","0.83","2014-10-11"
"A City Sleeps","0","0","5","0","1.52","1.52","0.30","0.31","-3.3","0.62","2.09","27","0.78","2014-10-10"
"Hazard Ops","0","0","10","0","1.65","1.65","0.17","0.29","-70.6","2.05","1.71","22","0.74","2014-10-10"
"FINAL FANTASY XIII","0","0","6","0","1.06","1.06","0.18","0.31","-72.2","0.12","0.34","332","0.47","2014-10-09"
"Prophour23","0","0","6","0","0.46","0.46","0.08","25.00","-31,150.0","0.08","0.11","47","0.21","2014-10-09"
"SPACECOM","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.04","0.03","408","0.16","2014-10-08"
"Over 9000 Zombies!","0","0","5","0","0.41","0.41","0.08","0.07","12.5","0.17","0.04","91","0.21","2014-10-08"
"Hunters Of The Dead","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.05","0.04","83","0.21","2014-10-07"
"Legend of Grimrock 2","0","0","8","0","0.35","0.35","0.04","0.05","-25.0","0.09","0.09","563","0.14","2014-10-07"
"Styx: Master of Shadows","0","0","6","0","0.50","0.50","0.08","0.08","0.0","0.10","0.09","217","0.21","2014-10-07"
"MoonBase Commander","0","0","6","0","2.47","2.47","0.41","0.40","2.4","0.12","1.98","29","1.07","2014-10-07"
"Sniper Elite","0","0","6","0","0.80","0.80","0.13","0.13","0.0","0.10","0.16","146","0.34","2014-10-07"
"Bravada","0","0","6","0","1.07","1.07","0.18","0.12","33.3","0.51","1.65","16","0.47","2014-10-07"
"Warmachine Tactics","0","0","8","0","0.32","0.32","0.04","0.04","0.0","0.09","0.09","287","0.14","2014-10-07"
"Metal Dead","0","0","6","0","0.74","0.74","0.12","0.09","25.0","0.07","0.06","50","0.31","2014-10-07"
"Contraption Maker","0","0","6","0","0.35","0.35","0.06","0.04","33.3","0.07","0.04","188","0.16","2014-10-06"
"Starbound","0","0","15","0","0.73","0.73","0.05","0.08","-60.0","0.09","0.09","2013","0.35","2014-10-06"
"Uncharted Waters Online: Episode Atlantis","0","0","7","0","1.66","1.66","0.24","0.33","-37.5","0.55","2.14","58","0.83","2014-10-04"
"Team Indie","0","0","9","0","0.38","0.38","0.04","0.03","25.0","0.69","0.07","118","0.17","2014-10-02"
"Qora","0","0","6","0","0.44","0.44","0.07","0.04","42.9","0.04","0.04","69","0.18","2014-10-02"
"TransOcean: The Shipping Company","0","0","5","0","0.38","0.38","0.08","0.09","-12.5","0.14","0.09","194","0.21","2014-10-02"
"Cavern Kings","0","0","5","0","0.88","0.88","0.18","0.18","0.0","1.52","0.50","28","0.47","2014-10-02"
"Outland","0","0","6","0","0.51","0.51","0.09","0.05","44.4","0.05","0.74","173","0.23","2014-10-02"
"Khet 2.0","0","0","7","0","0.59","0.59","0.08","0.10","-25.0","0.44","0.07","48","0.28","2014-10-02"
"Sakura Spirit","0","0","8","0","1.60","1.60","0.20","0.24","-20.0","0.18","0.29","94","0.70","2014-10-02"
"Ancient Space","0","0","9","0","0.79","0.79","0.09","0.08","11.1","0.23","0.23","113","0.39","2014-10-01"
"Grand Chase","0","0","7","0","1.83","1.83","0.26","0.44","-69.2","2.10","2.55","46","0.90","2014-10-01"
"Grim Dawn","0","0","5","0","0.51","0.51","0.10","0.09","10.0","0.09","0.09","863","0.26","2014-10-01"
"Planetary Annihilation","0","0","11","0","0.44","0.44","0.04","0.03","25.0","0.09","0.09","1674","0.21","2014-10-01"
"Wrack","0","0","7","0","0.53","0.53","0.08","0.06","25.0","1.57","0.06","68","0.28","2014-09-30"
"A.V.A. Alliance of Valiant Arms™","0","0","9","0","1.94","1.94","0.22","0.30","-36.4","0.23","1.61","50","0.96","2014-09-30"
"STARWHAL","0","0","8","0","0.74","0.74","0.09","0.11","-22.2","1.23","0.11","88","0.31","2014-09-30"
"Middle-earth: Shadow of Mordor","0","0","8","0","0.64","0.64","0.08","0.08","0.0","0.09","0.16","1314","0.28","2014-09-30"
"Dark Horizons: Mechanized Corps","0","0","8","0","13.69","13.69","1.71","N/A","0.0","8.02","0.86","9","5.95","2014-09-29"
"FINAL FANTASY IV","0","0","7","0","1.38","1.38","0.20","0.32","-60.0","0.19","0.19","114","0.70","2014-09-29"
"Super Win the Game","0","0","6","0","0.41","0.41","0.07","0.08","-14.3","0.58","0.05","86","0.18","2014-09-28"
"Pyrite Heart","0","0","6","0","1.98","1.98","0.33","0.38","-15.2","0.31","0.30","25","0.86","2014-09-27"
"Tesla Breaks the World!","0","0","5","0","0.39","0.39","0.08","0.06","25.0","0.04","0.03","37","0.21","2014-09-27"
"Dead Island: Epidemic","0","0","5","0","1.36","1.36","0.27","0.32","-18.5","0.15","0.16","84","0.70","2014-09-26"
"The Vanishing of Ethan Carter","0","0","6","0","0.48","0.48","0.08","0.08","0.0","0.09","0.11","194","0.21","2014-09-26"
"Zombies Monsters Robots","0","0","9","0","1.68","1.68","0.19","0.29","-52.6","0.59","1.91","47","0.83","2014-09-26"
"The Sacred Tears TRUE","0","0","7","0","0.61","0.61","0.09","0.14","-55.6","0.15","0.43","34","0.31","2014-09-25"
"Fenix Rage","0","0","6","0","0.44","0.44","0.07","0.06","14.3","0.21","0.05","72","0.18","2014-09-25"
"Space Farmers","0","0","6","0","0.37","0.37","0.06","0.03","50.0","0.03","0.04","295","0.16","2014-09-24"
"Beyond Gravity","0","0","5","0","0.74","0.74","0.15","0.14","6.7","0.05","0.03","39","0.39","2014-09-24"
"Bionic Heart 2","0","0","5","0","0.52","0.52","0.10","0.08","20.0","0.10","0.07","38","0.26","2014-09-24"
"A.R.E.S. Extinction Agenda EX","0","0","5","0","0.84","0.84","0.17","0.43","-152.9","0.14","0.81","29","0.44","2014-09-23"
